path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	historical_cohort_only	measurement_ref
array.dedup	path-array.dedup	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.dedup), repr(array.dedup)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.dedup		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.dedup
array.enumerate	path-array.enumerate	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.enumerate), repr(array.enumerate)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.enumerate		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.enumerate
array.filter	path-array.filter	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.filter), repr(array.filter)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.filter		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.filter
array.find	path-array.find	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.find), repr(array.find)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.find		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.find
array.first	path-array.first	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.first), repr(array.first)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.first		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.first
array.flatten	path-array.flatten	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.flatten), repr(array.flatten)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.flatten		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.flatten
array.fold	path-array.fold	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.fold), repr(array.fold)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.fold		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.fold
array.insert	path-array.insert	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.insert), repr(array.insert)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.insert		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.insert
array.intersperse	path-array.intersperse	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.intersperse), repr(array.intersperse)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.intersperse		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.intersperse
array.join	path-array.join	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.join), repr(array.join)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.join		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.join
array.last	path-array.last	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.last), repr(array.last)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.last		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.last
array.len	path-array.len	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.len), repr(array.len)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.len		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.len
array.map	path-array.map	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.map), repr(array.map)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.map		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.map
array.pop	path-array.pop	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.pop), repr(array.pop)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.pop		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.pop
array.position	path-array.position	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.position), repr(array.position)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.position		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.position
array.product	path-array.product	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.product), repr(array.product)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.product		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.product
array.push	path-array.push	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.push), repr(array.push)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.push		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.push
array.range	path-array.range	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_MEASURED_LOOKUP_REPR_ONLY	UNCHANGED_COMPLETE_CHANNELS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.range), repr(array.range)))	Only this frozen path observation measured; L0 ownership is not a full-function parity certificate.	00_nucleo/prompts/compiler/eval.md:1	Current complete lookup/type/repr/diagnostic is bilateral; no claim about any unmeasured call.	Same literal source/profile equal complete channels refute the observed divergence; any further causal consumer refutes a claimed complete owner set.	NO_IMPLEMENTATION_AUTHORIZED_AUDIT	principal	array.range		true	00_nucleo/diagnosticos/p1335-matrix-normal.json#path-array.range
