path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	measurement_ref
array.enumerate	path-array.enumerate	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.enumerate), repr(array.enumerate)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.enumerate		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.enumerate
array.filter	path-array.filter	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.filter), repr(array.filter)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.filter		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.filter
array.find	path-array.find	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.find), repr(array.find)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.find		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.find
array.first	path-array.first	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.first), repr(array.first)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.first		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.first
array.flatten	path-array.flatten	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.flatten), repr(array.flatten)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.flatten		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.flatten
array.fold	path-array.fold	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.fold), repr(array.fold)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.fold		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.fold
array.insert	path-array.insert	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.insert), repr(array.insert)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.insert		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.insert
array.intersperse	path-array.intersperse	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.intersperse), repr(array.intersperse)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.intersperse		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.intersperse
array.join	path-array.join	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.join), repr(array.join)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.join		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.join
array.last	path-array.last	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.last), repr(array.last)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.last		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.last
array.len	path-array.len	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.len), repr(array.len)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.len		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.len
array.map	path-array.map	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.map), repr(array.map)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.map		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.map
array.pop	path-array.pop	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.pop), repr(array.pop)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.pop		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.pop
array.position	path-array.position	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.position), repr(array.position)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.position		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.position
array.product	path-array.product	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.product), repr(array.product)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.product		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.product
array.push	path-array.push	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.push), repr(array.push)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.push		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.push
array.range	path-array.range	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	CLOSED_CONFIRMED	UNCHANGED_RUNTIME_CLASS	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/eval/mod.rs:1560	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/eval.md	80412483c8353a736f5c11842511cdef6c5e854728281a780c0183d6b73875cf	01_core/src/compiler/eval/mod.rs	467b7445	repr((type(array.range), repr(array.range)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/eval.md:1	Owner is the measured global binding registry, not a claim of semantic ownership of all methods.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	array.range		00_nucleo/diagnosticos/p1322-matrix-normal.json#path-array.range
