path	profiles	runtime_class_by_profile	previous_class	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_hash_declared	owner_prompt_sha256	l0_claim	gate_class	inference	refutation	recommended_action	universe	probe_id	canonical_route
math.overshell	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:148	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.overshell	
math.primes	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/attach.rs:62	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.primes	
math.registered	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Retenção/global documentado no L0 semântico e/ou decisão de compatibilidade explícita no consumer; não se infere intenção somente da disponibilidade.	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	CRYSTALLINE_ONLY fresco em todos os perfis; a intenção é auditada separadamente da execução.	Fonte normativa proibindo a publicação, remoção da retenção deliberada ou aceitação vanilla refutaria extensão.	Não selecionar automaticamente; reabrir contrato somente por decisão humana.	p1299_residual_160	path-math.registered	
math.root	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/root.rs:26	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.root	
math.round	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/lr.rs:94	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.round	
math.sans	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/style.rs:63	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.sans	
math.scr	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/style.rs:114	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.scr	
math.sscript	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/style.rs:238	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.sscript	
math.stretch	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/attach.rs:115	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.stretch	
math.text	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/text/mod.rs:91	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.text	
math.underbrace	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:34	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.underbrace	
math.underbracket	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:66	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.underbracket	
math.underparen	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:98	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.underparen	
math.undershell	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/underover.rs:131	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.undershell	
math.upright	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/math/style.rs:28	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-math.upright	
mono	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/math_style.rs:2	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	Retenção/global documentado no L0 semântico e/ou decisão de compatibilidade explícita no consumer; não se infere intenção somente da disponibilidade.	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	CRYSTALLINE_ONLY fresco em todos os perfis; a intenção é auditada separadamente da execução.	Fonte normativa proibindo a publicação, remoção da retenção deliberada ou aceitação vanilla refutaria extensão.	Não selecionar automaticamente; reabrir contrato somente por decisão humana.	p1299_residual_160	path-mono	math.mono
op	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	INTENTIONAL_PRODUCT_EXTENSION	INTENTIONAL_PRODUCT_EXTENSION	01_core/src/compiler/stdlib/structural/math.rs:1141	lab/typst-original/crates/typst-library/src/lib.rs:374 (ausência na matriz pública)	00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	Retenção/global documentado no L0 semântico e/ou decisão de compatibilidade explícita no consumer; não se infere intenção somente da disponibilidade.	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	CRYSTALLINE_ONLY fresco em todos os perfis; a intenção é auditada separadamente da execução.	Fonte normativa proibindo a publicação, remoção da retenção deliberada ou aceitação vanilla refutaria extensão.	Não selecionar automaticamente; reabrir contrato somente por decisão humana.	p1299_residual_160	path-op	math.op
outline.entry	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/outline.rs:2	lab/typst-original/crates/typst-library/src/model/outline.rs:481	00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_HUMAN_GATE_REQUIRED	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-outline.entry	
outline.entry.body	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/outline.rs:2	lab/typst-original/crates/typst-library/src/model/outline.rs:672	00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_HUMAN_GATE_REQUIRED	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-outline.entry.body	
outline.entry.indented	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/outline.rs:2	lab/typst-original/crates/typst-library/src/model/outline.rs:540	00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_HUMAN_GATE_REQUIRED	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-outline.entry.indented	
outline.entry.inner	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/outline.rs:2	lab/typst-original/crates/typst-library/src/model/outline.rs:657	00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_HUMAN_GATE_REQUIRED	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-outline.entry.inner	
outline.entry.page	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/outline.rs:2	lab/typst-original/crates/typst-library/src/model/outline.rs:679	00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_HUMAN_GATE_REQUIRED	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-outline.entry.page	
outline.entry.prefix	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/structural/outline.rs:2	lab/typst-original/crates/typst-library/src/model/outline.rs:637	00_nucleo/prompts/compiler/stdlib/structural/outline.md	01b891e9	e8dc3b96fd9a03ae21f87f602d85bb7b0b5b6eb95d6267dcbfe280a80d3b0632	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_HUMAN_GATE_REQUIRED	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-outline.entry.prefix	
par.line	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/eval/bindings/field_access.rs:269	lab/typst-original/crates/typst-library/src/model/par.rs:791	00_nucleo/prompts/compiler/eval/bindings/field_access.md	2d102890	92aa897909abfb6095ab59191614b0fd87c0d648e8e593ed8f0702176c2a542e	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-par.line	
pdf.data-cell	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	DIAGNOSTIC_SPAN_DIVERGENCE	CLOSED_CONFIRMED	01_core/src/compiler/eval/bindings/field_access.rs:101	lab/typst-original/crates/typst-eval/src/code.rs:347	00_nucleo/prompts/compiler/eval/bindings/field_access.md	2d102890	92aa897909abfb6095ab59191614b0fd87c0d648e8e593ed8f0702176c2a542e	P1303 exige field-only sem a11y e preservação do valor com a11y.	NO_CHANGE_CLOSED_CONTROL	Matriz fresca confirma fechamento histórico nos quatro perfis; nenhuma regressão temporal.	Qualquer perfil ou repetição divergir do diagnóstico/valor vanilla.	Preservar como sentinela fechada, fora dos 160 residuais.	historical_closed_extra	path-pdf.data-cell	
pdf.header-cell	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	DIAGNOSTIC_SPAN_DIVERGENCE	CLOSED_CONFIRMED	01_core/src/compiler/eval/bindings/field_access.rs:101	lab/typst-original/crates/typst-eval/src/code.rs:347	00_nucleo/prompts/compiler/eval/bindings/field_access.md	2d102890	92aa897909abfb6095ab59191614b0fd87c0d648e8e593ed8f0702176c2a542e	P1303 exige field-only sem a11y e preservação do valor com a11y.	NO_CHANGE_CLOSED_CONTROL	Matriz fresca confirma fechamento histórico nos quatro perfis; nenhuma regressão temporal.	Qualquer perfil ou repetição divergir do diagnóstico/valor vanilla.	Preservar como sentinela fechada, fora dos 160 residuais.	historical_closed_extra	path-pdf.header-cell	
pdf.table-summary	default,html,a11y,html+a11y	default:MATCH_DIAGNOSTIC;html:MATCH_DIAGNOSTIC;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	DIAGNOSTIC_SPAN_DIVERGENCE	CLOSED_CONFIRMED	01_core/src/compiler/eval/bindings/field_access.rs:101	lab/typst-original/crates/typst-eval/src/code.rs:347	00_nucleo/prompts/compiler/eval/bindings/field_access.md	2d102890	92aa897909abfb6095ab59191614b0fd87c0d648e8e593ed8f0702176c2a542e	P1303 exige field-only sem a11y e preservação do valor com a11y.	NO_CHANGE_CLOSED_CONTROL	Matriz fresca confirma fechamento histórico nos quatro perfis; nenhuma regressão temporal.	Qualquer perfil ou repetição divergir do diagnóstico/valor vanilla.	Preservar como sentinela fechada, fora dos 160 residuais.	historical_closed_extra	path-pdf.table-summary	
polygon.regular	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/shapes.rs:2	lab/typst-original/crates/typst-library/src/visualize/polygon.rs:64	00_nucleo/prompts/compiler/stdlib/shapes.md	6a9b5568	389f4f7905fcdaa2d5f61040475c04571c489cef0720f7ef453f14e36e61ed17	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-polygon.regular	
raw.line	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	MISSING_LANGUAGE_MEMBER	MISSING_LANGUAGE_MEMBER	01_core/src/compiler/stdlib/text/mod.rs:2	lab/typst-original/crates/typst-library/src/text/raw.rs:838	00_nucleo/prompts/compiler/stdlib/text.md	a8732f7f	1dadbba93127f2b62a8728bf0a92c5378c8f52b15bff5aa9152290faf0ac72a5	Membro público vanilla medido e cristalino ausente no lookup atual; a ausência não prova autorização L0 para implementá-lo.	ADR-0127_REASSESS_CONCRETE_OWNER_CHANGE	VANILLA_ONLY fresco nos perfis em que a feature está ativa; falha bilateral sem html é gate ancestral esperado, não fechamento.	Lookup cristalino com mesmo kind/repr ou ausência vanilla no perfil habilitado refutaria dívida.	Manter dívida para coorte do owner; nenhuma implementação autorizada.	p1299_residual_160	path-raw.line	
