path	profiles	runtime_class	crystalline_registration_file_line	vanilla_source_file_line	canonical_route	owner_prompt	owner_prompt_hash_declared	owner_prompt_sha256	l0_claim	language_class	gate_class	inference	refutation	recommended_action
state_update_with	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1904	ABSENT in ratified public catalog	state.update	00_nucleo/prompts/compiler/stdlib/state.md	22d3e6d3	daf180d5e77f0a9d307b8b1a2b148741a6ac82a776ab17a510f107c5bff42eb1	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
sym.registered	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/stdlib/sym.rs:642	ABSENT in ratified public catalog		00_nucleo/prompts/compiler/stdlib/sym.md	9bfa8e7f	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
table_cell	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:2080	ABSENT in ratified public catalog	table.cell	00_nucleo/prompts/compiler/stdlib/structural.md	08c5c5f3	81e66889454d8f397ab5eafbd4c6a5e0f8a27993e15d2f3c81d307e804ff3b12	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
table_footer	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:2091	ABSENT in ratified public catalog	table.footer	00_nucleo/prompts/compiler/stdlib/structural.md	08c5c5f3	81e66889454d8f397ab5eafbd4c6a5e0f8a27993e15d2f3c81d307e804ff3b12	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
table_header	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:2087	ABSENT in ratified public catalog	table.header	00_nucleo/prompts/compiler/stdlib/structural.md	08c5c5f3	81e66889454d8f397ab5eafbd4c6a5e0f8a27993e15d2f3c81d307e804ff3b12	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
terms.item	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/model/terms.rs:TermItem		00_nucleo/prompts/compiler/eval/bindings/field_access.md	d37b05cb	3e5b96f5d62a693cb8291f63cd656a73ba19ebd69e29446858d36e475bff4a60	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
toml.encode	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/loading/toml.rs:toml::encode		00_nucleo/prompts/compiler/stdlib/loading.md	9379f85f	d6cf9cd85c0c25dc3f7a5f6c3a9f47cf956d9fd6e998932ca87ab5b1e58e2c72	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
underover	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:1983	ABSENT in ratified public catalog		00_nucleo/prompts/compiler/stdlib/structural/math.md	81441281	18b2fb0d9a3e1f6a0ff9cd8fb2e25047b4c9f2185cb6a511ae022e7a9c4e80a2	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
upright	default,html,a11y,html+a11y	default:CRYSTALLINE_ONLY;html:CRYSTALLINE_ONLY;a11y:CRYSTALLINE_ONLY;html+a11y:CRYSTALLINE_ONLY	01_core/src/compiler/eval/mod.rs:2000	ABSENT in ratified public catalog	math.upright	00_nucleo/prompts/compiler/stdlib/math_style.md	56b9e300	02a1dadb6c08f3ea9ae109ff7bd2dc87e2616a5da5d4a4cfbf5a1269bc4c9603	owner L0 explicitly retains the crystalline-only public extension/compatibility path	INTENTIONAL_PRODUCT_EXTENSION	ADR-0127_HUMAN_GATE_IF_CONTRACT_REOPENED	The path is accepted only by crystalline in every measured profile and is documented as retained.	An owner L0 that does not retain it, or vanilla acceptance, would refute this classification.	Retain outside P1300; reopen only by an owner decision and public-contract gate.
version.at	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/foundations/version.rs:Version::at		00_nucleo/prompts/compiler/stdlib/primitives-constructors/version.md	76701aae	6e775351938a8480df7f2fbd1658cdd3d8ae7b5908c4ee8dc34e46a778ce4e5c	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
yaml.encode	default,html,a11y,html+a11y	default:VANILLA_ONLY;html:VANILLA_ONLY;a11y:VANILLA_ONLY;html+a11y:VANILLA_ONLY	ABSENT at baseline (bilateral VANILLA_ONLY)	crates/typst-library/src/loading/yaml.rs:yaml::encode		00_nucleo/prompts/compiler/stdlib/loading.md	9379f85f	d6cf9cd85c0c25dc3f7a5f6c3a9f47cf956d9fd6e998932ca87ab5b1e58e2c72	ratified vanilla member is accepted while crystalline rejects it	MISSING_LANGUAGE_MEMBER	ADR-0127_OWNER_STEP_REQUIRED	The bilateral runtime result confirms a missing language member, including former blocked ancestors.	Crystalline acceptance with the same public value would refute this.	Queue an owner-specific parity cohort; do not mix it with alias removal.
