id	universe	path_or_case	classification	owner_candidate	status	evidence	note
surface:color.map.crest	surface-wide-provisional	color.map.crest	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.flare	surface-wide-provisional	color.map.flare	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.icefire	surface-wide-provisional	color.map.icefire	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.inferno	surface-wide-provisional	color.map.inferno	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.magma	surface-wide-provisional	color.map.magma	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.mako	surface-wide-provisional	color.map.mako	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.plasma	surface-wide-provisional	color.map.plasma	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.rainbow	surface-wide-provisional	color.map.rainbow	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.rocket	surface-wide-provisional	color.map.rocket	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.spectral	surface-wide-provisional	color.map.spectral	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.turbo	surface-wide-provisional	color.map.turbo	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.viridis	surface-wide-provisional	color.map.viridis	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.map.vlag	surface-wide-provisional	color.map.vlag	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.mix	surface-wide-provisional	color.mix	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.negate	surface-wide-provisional	color.negate	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.oklab	surface-wide-provisional	color.oklab	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.oklch	surface-wide-provisional	color.oklch	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.opacify	surface-wide-provisional	color.opacify	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.rgb	surface-wide-provisional	color.rgb	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.rotate	surface-wide-provisional	color.rotate	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.saturate	surface-wide-provisional	color.saturate	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.space	surface-wide-provisional	color.space	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.spot	surface-wide-provisional	color.spot	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.spot.tint	surface-wide-provisional	color.spot.tint	MISSING_MEMBER	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.to-hex	surface-wide-provisional	color.to-hex	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:color.transparentize	surface-wide-provisional	color.transparentize	UNVERIFIED_METADATA	owner for stdlib `color`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:columns	surface-wide-provisional	columns	UNVERIFIED_METADATA	owner for stdlib `columns`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:content.at	surface-wide-provisional	content.at	UNVERIFIED_METADATA	owner for stdlib `content`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:content.fields	surface-wide-provisional	content.fields	UNVERIFIED_METADATA	owner for stdlib `content`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:content.func	surface-wide-provisional	content.func	UNVERIFIED_METADATA	owner for stdlib `content`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:content.has	surface-wide-provisional	content.has	UNVERIFIED_METADATA	owner for stdlib `content`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:content.location	surface-wide-provisional	content.location	UNVERIFIED_METADATA	owner for stdlib `content`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:context	surface-wide-provisional	context	EXTRA_BINDING	owner for stdlib `context`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter.at	surface-wide-provisional	counter.at	UNVERIFIED_METADATA	owner for stdlib `counter`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter.display	surface-wide-provisional	counter.display	UNVERIFIED_METADATA	owner for stdlib `counter`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter.final	surface-wide-provisional	counter.final	UNVERIFIED_METADATA	owner for stdlib `counter`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter.get	surface-wide-provisional	counter.get	UNVERIFIED_METADATA	owner for stdlib `counter`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter.step	surface-wide-provisional	counter.step	UNVERIFIED_METADATA	owner for stdlib `counter`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter.update	surface-wide-provisional	counter.update	UNVERIFIED_METADATA	owner for stdlib `counter`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter_at	surface-wide-provisional	counter_at	EXTRA_BINDING	owner for stdlib `counter_at`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter_display	surface-wide-provisional	counter_display	EXTRA_BINDING	owner for stdlib `counter_display`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter_final	surface-wide-provisional	counter_final	EXTRA_BINDING	owner for stdlib `counter_final`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:counter_step	surface-wide-provisional	counter_step	EXTRA_BINDING	owner for stdlib `counter_step`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:csv	surface-wide-provisional	csv	UNVERIFIED_METADATA	owner for stdlib `csv`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:curve	surface-wide-provisional	curve	UNVERIFIED_METADATA	owner for stdlib `curve`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:curve.close	surface-wide-provisional	curve.close	UNVERIFIED_METADATA	owner for stdlib `curve`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:curve.cubic	surface-wide-provisional	curve.cubic	UNVERIFIED_METADATA	owner for stdlib `curve`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:curve.line	surface-wide-provisional	curve.line	UNVERIFIED_METADATA	owner for stdlib `curve`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:curve.move	surface-wide-provisional	curve.move	UNVERIFIED_METADATA	owner for stdlib `curve`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:curve.quad	surface-wide-provisional	curve.quad	UNVERIFIED_METADATA	owner for stdlib `curve`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.day	surface-wide-provisional	datetime.day	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.display	surface-wide-provisional	datetime.display	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.hour	surface-wide-provisional	datetime.hour	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.minute	surface-wide-provisional	datetime.minute	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.month	surface-wide-provisional	datetime.month	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.ordinal	surface-wide-provisional	datetime.ordinal	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.second	surface-wide-provisional	datetime.second	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.today	surface-wide-provisional	datetime.today	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.weekday	surface-wide-provisional	datetime.weekday	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:datetime.year	surface-wide-provisional	datetime.year	UNVERIFIED_METADATA	owner for stdlib `datetime`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.at	surface-wide-provisional	dictionary.at	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.filter	surface-wide-provisional	dictionary.filter	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.insert	surface-wide-provisional	dictionary.insert	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.keys	surface-wide-provisional	dictionary.keys	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.len	surface-wide-provisional	dictionary.len	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.map	surface-wide-provisional	dictionary.map	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.pairs	surface-wide-provisional	dictionary.pairs	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.remove	surface-wide-provisional	dictionary.remove	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
surface:dictionary.values	surface-wide-provisional	dictionary.values	MISSING_MEMBER	owner for stdlib `dictionary`	HARNESS_LIMITATION	p1210-superficie-publica.json	vanilla side inherited from P1140.26; requires fresh vanilla enumerator
